Dosya Yolu,Etiket
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_8.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_36.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_47.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_33.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_66.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_9.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_17.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_72.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_5.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_27.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_7.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_62.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_46.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_52.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_76.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_73.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_57.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_26.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_32.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_43.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_67.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_16.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_5.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_8.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_32.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_43.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_57.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_26.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_52.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_76.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_62.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_13.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_46.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_77.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_44.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_3.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_50.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_63.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_78.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_27.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_33.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_17.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_63.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_3.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_36.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_22.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_77.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_28.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_14.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_15.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_29.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_23.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_76.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_2.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_62.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_37.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_32.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_16.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_26.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_79.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_51.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_2.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_62.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_76.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_45.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_12.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_63.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_47.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_53.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_77.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_27.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_56.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_42.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_33.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_9.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_4.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_42.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_33.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_17.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_66.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_72.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_27.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_56.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_53.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_77.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_63.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_47.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_6.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_4.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_73.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_26.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_32.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_16.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_8.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_67.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_9.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_13.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_62.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_46.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_37.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_23.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_52.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_76.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_18.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_35.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_44.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_60.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_11.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_28.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_59.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_74.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_50.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/O_21.jpg,15
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_78.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_24.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_71.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_6.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/T_65.jpg,20
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Z_48.jpg,24
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_14.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/F_39.jpg,7
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/A_30.jpg,0
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_4.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_29.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_58.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_75.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_51.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_19.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_68.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_45.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_61.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_64.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_49.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_15.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_31.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_40.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_54.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_79.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_25.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_70.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_6.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_79.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_54.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_25.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_49.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_38.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_31.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_40.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_19.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_45.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_68.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_61.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_10.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_75.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_51.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_60.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_0.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_53.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_47.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_74.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_48.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_48.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_14.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_30.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_24.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_28.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_74.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_21.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_35.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_18.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_60.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_0.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_17.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/SPACE_16.jpg,19
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_19.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_34.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/S_1.jpg,18
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_61.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_75.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_29.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/C_20.jpg,3
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_25.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/D_15.jpg,4
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/V_49.jpg,22
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/M_31.jpg,13
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_49.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_46.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_75.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/DOT_61.jpg,5
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Bosluk_52.jpg,2
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/H_1.jpg,9
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_74.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_50.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_69.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_44.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_18.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_11.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_60.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/R_39.jpg,17
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_48.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_41.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_30.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/U_24.jpg,21
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/I_55.jpg,10
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/G_78.jpg,8
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/N_7.jpg,14
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_24.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_78.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_55.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_71.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/P_14.jpg,16
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/B_48.jpg,1
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/L_65.jpg,12
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_41.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_30.jpg,23
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/K_44.jpg,11
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/E_69.jpg,6
/Users/abdulbarisoylemez/Documents/Visual Code/Bitirme Projesi/kod/data/isaretData/Y_18.jpg,23
